location,date,excess_mortality,ci_lower,ci_upper,confirmed_deaths
Afghanistan,2020-01-01,-0.02214765,-0.28915802,0.42046466,0.0
Afghanistan,2020-02-01,0.12654226,-1.6760105,2.684884,0.0
Afghanistan,2020-03-01,0.329365,-4.6519413,4.183122,0.0
Afghanistan,2020-04-01,3.310485,-7.330058,7.965018,0.009857364
Afghanistan,2020-05-01,5.391588,-10.536296,13.371714,0.14786045
Afghanistan,2020-06-01,9.984016,-7.2660146,20.43607,0.61608523
Afghanistan,2020-07-01,23.417234,-0.44578743,36.36227,1.8112906
Afghanistan,2020-08-01,33.167717,6.4131284,51.341187,3.1321774
Afghanistan,2020-09-01,42.6349,10.469358,61.722137,3.455006
Afghanistan,2020-10-01,47.872276,12.692032,68.67525,3.593009
Afghanistan,2020-11-01,54.60374,16.789274,77.87439,3.7852278
Afghanistan,2020-12-01,65.05861,23.467941,92.61084,4.371741
Afghanistan,2021-01-01,71.67951,26.228506,100.020325,5.4240146
Afghanistan,2021-02-01,74.98428,27.459085,106.38092,5.9242754
Afghanistan,2021-03-01,76.89182,27.37758,110.47724,6.022849
Afghanistan,2021-04-01,81.46367,28.516932,120.69497,6.1337447
Afghanistan,2021-05-01,88.17119,32.07895,136.82095,6.483681
Afghanistan,2021-06-01,106.16189,41.874355,147.24898,7.3264856
Afghanistan,2021-07-01,130.61769,52.971207,161.71832,12.22806
Afghanistan,2021-08-01,150.92575,62.72673,179.65598,16.602264
Afghanistan,2021-09-01,164.21715,73.33523,201.38991,17.553501
Afghanistan,2021-10-01,171.65839,76.73259,213.8693,17.758041
Afghanistan,2021-11-01,177.662,77.517136,225.09752,17.940401
Afghanistan,2021-12-01,180.72166,78.23844,242.4974,18.009403
Afghanistan,2022-01-01,182.78654,78.710464,246.86282,18.127691
Afghanistan,2022-02-01,188.56885,83.56544,252.58035,18.270624
Afghanistan,2022-03-01,198.14156,91.49204,260.27338,18.724062
Afghanistan,2022-04-01,202.54718,96.138275,266.67288,18.901495
Afghanistan,2022-05-01,205.18694,96.20476,277.16714,18.93353
Afghanistan,2022-06-01,211.58318,96.51855,286.792,18.987747
Afghanistan,2022-07-01,220.23433,97.23478,292.80267,19.032104
Afghanistan,2022-08-01,230.4704,98.42845,297.1716,19.093714
Afghanistan,2022-09-01,244.07396,101.543755,310.7599,19.167645
Afghanistan,2022-10-01,252.19951,102.20485,316.6699,19.219395
Afghanistan,2022-11-01,261.86432,105.719246,327.81793,19.276075
Afghanistan,2022-12-01,269.7468,108.4516,343.89804,19.303183
Afghanistan,2023-01-01,276.85086,110.95687,351.4415,19.342611
Afghanistan,2023-02-01,284.91318,113.94644,361.4082,19.3919
Afghanistan,2023-03-01,291.6333,116.31085,370.34995,19.416542
Afghanistan,2023-04-01,298.16736,120.988785,378.75302,19.4264
Afghanistan,2023-05-01,304.95886,123.069214,386.86987,19.448578
Afghanistan,2023-06-01,314.26944,125.60914,390.52438,19.507723
Afghanistan,2023-07-01,324.05237,127.741035,396.8865,19.537294
Afghanistan,2023-08-01,338.37064,134.08333,410.33856,19.557009
Afghanistan,2023-09-01,349.14975,142.08511,421.97745,19.576725
Afghanistan,2023-10-01,357.28323,144.06786,434.5374,19.59151
Afghanistan,2023-11-01,366.66077,144.91762,444.553,19.603832
Afghanistan,2023-12-01,373.93195,144.90924,452.1322,19.628475
Afghanistan,2024-01-01,380.88968,145.7414,460.04675,19.64819
Afghanistan,2024-02-01,389.55966,148.93361,472.44064,19.667906
Afghanistan,2024-03-01,396.4327,150.92715,483.47775,19.685156
Afghanistan,2024-04-01,403.43488,151.26242,490.28867,19.70487
Afghanistan,2024-05-01,413.6019,152.13147,507.24435,19.709799
Afghanistan,2024-06-01,420.65054,152.89626,514.4948,19.709799
Afghanistan,2024-07-01,,,,19.709799
Afghanistan,2024-08-01,,,,19.709799
Afghanistan,2024-09-01,,,,19.709799
Afghanistan,2024-10-01,,,,19.709799
Afghanistan,2024-11-01,,,,19.709799
Afghanistan,2024-12-01,,,,19.709799
Afghanistan,2025-01-01,,,,19.709799
Afghanistan,2025-02-01,,,,19.709799
Afghanistan,2025-03-01,,,,19.709799
Afghanistan,2025-04-01,,,,19.709799
Afghanistan,2025-05-01,,,,19.709799
Afghanistan,2025-06-01,,,,19.709799
Afghanistan,2025-07-01,,,,19.709799
Africa,2020-01-04,,,,0.0
Africa,2020-02-01,,,,0.0
Africa,2020-03-01,,,,0.0
Africa,2020-04-01,,,,0.028462114
Africa,2020-05-01,,,,0.14167494
Africa,2020-06-01,,,,0.32007518
Africa,2020-07-01,,,,0.9047845
Africa,2020-08-01,,,,1.5760101
Africa,2020-09-01,,,,2.2781699
Africa,2020-10-01,,,,2.732716
Africa,2020-11-01,,,,3.1347876
Africa,2020-12-01,,,,3.6997924
Africa,2021-01-01,,,,4.6335335
Africa,2021-02-01,,,,6.4266467
Africa,2021-03-01,,,,7.325993
Africa,2021-04-01,,,,7.9824576
Africa,2021-05-01,,,,8.610107
Africa,2021-06-01,,,,9.236415
Africa,2021-07-01,,,,10.120577
Africa,2021-08-01,,,,12.055153
Africa,2021-09-01,,,,13.925389
Africa,2021-10-01,,,,14.921635
Africa,2021-11-01,,,,15.405773
Africa,2021-12-01,,,,15.75664
Africa,2022-01-01,,,,16.132935
Africa,2022-02-01,,,,16.88093
Africa,2022-03-01,,,,17.580265
Africa,2022-04-01,,,,17.799768
Africa,2022-05-01,,,,17.870817
Africa,2022-06-01,,,,17.954863
Africa,2022-07-01,,,,18.02796
Africa,2022-08-01,,,,18.10247
Africa,2022-09-01,,,,18.135311
Africa,2022-10-01,,,,18.152191
Africa,2022-11-01,,,,18.166386
Africa,2022-12-01,,,,18.18369
Africa,2023-01-01,,,,18.198803
Africa,2023-02-01,,,,18.210104
Africa,2023-03-01,,,,18.215189
Africa,2023-04-01,,,,18.221474
Africa,2023-05-01,,,,18.227123
Africa,2023-06-01,,,,18.230091
Africa,2023-07-01,,,,18.232279
Africa,2023-08-01,,,,18.23341
Africa,2023-09-01,,,,18.234257
Africa,2023-10-01,,,,18.234821
Africa,2023-11-01,,,,18.235811
Africa,2023-12-01,,,,18.237082
Africa,2024-01-01,,,,18.238213
Africa,2024-02-01,,,,18.23913
Africa,2024-03-01,,,,18.239695
Africa,2024-04-01,,,,18.24005
Africa,2024-05-01,,,,18.240332
Africa,2024-06-01,,,,18.240402
Africa,2024-07-01,,,,18.240473
Africa,2024-08-01,,,,18.24139
Africa,2024-09-01,,,,18.241602
Africa,2024-10-01,,,,18.241673
Africa,2024-11-01,,,,18.241673
Africa,2024-12-01,,,,18.241743
Africa,2025-01-01,,,,18.241743
Africa,2025-02-01,,,,18.241743
Africa,2025-03-01,,,,18.241743
Africa,2025-04-01,,,,18.241743
Africa,2025-05-01,,,,18.241743
Africa,2025-06-01,,,,18.241743
Africa,2025-07-01,,,,18.241743
Albania,2020-01-01,0.0,0.0,0.0,0.0
Albania,2020-02-01,-1.4777418,-1.4777418,-1.4777418,0.0
Albania,2020-03-01,-0.9482659,-0.9482659,-0.9482659,0.0
Albania,2020-04-01,0.9490926,0.9490926,0.9490926,0.3890277
Albania,2020-05-01,4.0048337,4.0048337,4.0048337,1.0609847
Albania,2020-06-01,8.573251,8.573251,8.573251,1.1670831
Albania,2020-07-01,17.778759,17.778759,17.778759,2.051237
Albania,2020-08-01,34.277775,34.277775,34.277775,5.4463882
Albania,2020-09-01,63.41924,63.41924,63.41924,9.902524
Albania,2020-10-01,81.21018,81.21018,81.21018,13.580604
Albania,2020-11-01,116.80177,116.80177,116.80177,17.75381
Albania,2020-12-01,195.17365,195.17365,195.17365,28.222193
Albania,2021-01-01,226.90105,226.90105,226.90105,41.519867
Albania,2021-02-01,258.07068,258.07068,258.07068,48.416267
Albania,2021-03-01,318.5757,318.5757,318.5757,62.77493
Albania,2021-04-01,372.07556,372.07556,372.07556,78.76043
Albania,2021-05-01,391.12054,391.12054,391.12054,84.489746
Albania,2021-06-01,399.68582,399.68582,399.68582,86.64708
Albania,2021-07-01,406.02844,406.02844,406.02844,86.85928
Albania,2021-08-01,411.4142,411.4142,411.4142,86.894646
Albania,2021-09-01,432.62222,432.62222,432.62222,88.23856
Albania,2021-10-01,464.83658,464.83658,464.83658,94.95813
Albania,2021-11-01,493.3592,493.3592,493.3592,103.12771
Albania,2021-12-01,524.892,524.892,524.892,109.35216
Albania,2022-01-01,550.4477,550.4477,550.4477,113.702194
Albania,2022-02-01,587.2573,587.2573,587.2573,118.193695
Albania,2022-03-01,608.74677,608.74677,608.74677,122.50837
Albania,2022-04-01,607.6926,607.6926,607.6926,123.49862
Albania,2022-05-01,607.9008,607.9008,607.9008,123.64008
Albania,2022-06-01,608.12695,608.12695,608.12695,123.675446
Albania,2022-07-01,608.99054,608.99054,608.99054,123.74618
Albania,2022-08-01,617.03876,617.03876,617.03876,125.23156
Albania,2022-09-01,621.93353,621.93353,621.93353,126.68157
Albania,2022-10-01,616.81,616.81,616.81,126.92914
Albania,2022-11-01,617.9056,617.9056,617.9056,127.0706
Albania,2022-12-01,613.3077,613.3077,613.3077,127.105965
Albania,2023-01-01,601.6367,601.6367,601.6367,127.1767
Albania,2023-02-01,595.20917,595.20917,595.20917,127.1767
Albania,2023-03-01,591.16565,591.16565,591.16565,127.24743
Albania,2023-04-01,580.8298,580.8298,580.8298,127.42426
Albania,2023-05-01,580.27313,580.27313,580.27313,127.459625
Albania,2023-06-01,579.1764,579.1764,579.1764,127.459625
Albania,2023-07-01,574.87476,574.87476,574.87476,127.459625
Albania,2023-08-01,584.19434,584.19434,584.19434,127.459625
Albania,2023-09-01,583.8684,583.8684,583.8684,127.459625
Albania,2023-10-01,580.0751,580.0751,580.0751,127.459625
Albania,2023-11-01,581.4139,581.4139,581.4139,127.459625
Albania,2023-12-01,576.1823,576.1823,576.1823,127.459625
Albania,2024-01-01,563.84296,562.3406,565.43787,127.459625
Albania,2024-02-01,560.0355,553.1692,569.1525,127.494995
Albania,2024-03-01,556.8826,544.7148,572.93085,127.494995
Albania,2024-04-01,554.5472,536.8787,576.43896,127.494995
Albania,2024-05-01,553.01886,527.988,580.39575,127.494995
Albania,2024-06-01,550.7334,522.42096,583.65625,127.494995
Albania,2024-07-01,,,,127.494995
Albania,2024-08-01,,,,127.53036
Albania,2024-09-01,,,,127.60109
Albania,2024-10-01,,,,127.60109
Albania,2024-11-01,,,,127.60109
Albania,2024-12-01,,,,127.60109
Albania,2025-01-01,,,,127.60109
Albania,2025-02-01,,,,127.60109
Albania,2025-03-01,,,,127.60109
Albania,2025-04-01,,,,127.60109
Albania,2025-05-01,,,,127.60109
Albania,2025-06-01,,,,127.60109
Albania,2025-07-01,,,,127.60109
Algeria,2020-01-01,0.0,0.0,0.0,0.0
Algeria,2020-02-01,-0.2471229,-0.2471229,-0.2471229,0.0
Algeria,2020-03-01,-0.6126308,-0.6126308,-0.6126308,0.0
Algeria,2020-04-01,0.02161406,0.02161406,0.02161406,0.09675148
Algeria,2020-05-01,0.6460375,0.6460375,0.6460375,0.9829071
Algeria,2020-06-01,2.865399,2.865399,2.865399,1.4292833
Algeria,2020-07-01,19.359362,19.359362,19.359362,1.9790076
Algeria,2020-08-01,49.317295,49.317295,49.317295,2.634279
Algeria,2020-09-01,67.59431,67.59431,67.59431,3.3159373
Algeria,2020-10-01,73.94369,73.94369,73.94369,3.812888
Algeria,2020-11-01,84.89424,84.89424,84.89424,4.3186345
Algeria,2020-12-01,109.831726,109.831726,109.831726,5.3455195
Algeria,2021-01-01,119.66708,117.67906,120.41639,6.060161
Algeria,2021-02-01,126.94791,118.12955,131.7731,6.3570123
Algeria,2021-03-01,130.97087,117.913574,139.26353,6.559311
Algeria,2021-04-01,136.7517,116.66626,149.89433,6.8011894
Algeria,2021-05-01,143.53276,116.66392,162.00533,7.153013
Algeria,2021-06-01,151.11331,115.30685,173.60852,7.6345716
Algeria,2021-07-01,159.76283,117.96187,187.62645,8.171103
Algeria,2021-08-01,169.13217,119.20717,203.7571,9.35411
Algeria,2021-09-01,181.07718,121.16467,225.88663,11.58599
Algeria,2021-10-01,187.89854,122.321915,235.22328,12.779991
Algeria,2021-11-01,192.31267,123.773834,241.8464,13.017472
Algeria,2021-12-01,196.6925,124.89972,253.74898,13.349505
Algeria,2022-01-01,199.7216,122.53532,263.13214,13.80028
Algeria,2022-02-01,205.7529,124.8821,288.03943,14.466546
Algeria,2022-03-01,210.18271,125.12824,300.75546,15.029464
Algeria,2022-04-01,213.81023,125.089615,307.00467,15.11522
Algeria,2022-05-01,218.14096,123.98225,312.96838,15.117419
Algeria,2022-06-01,223.15904,122.09139,321.6923,15.117419
Algeria,2022-07-01,226.51062,120.99499,326.8474,15.117419
Algeria,2022-08-01,230.73012,119.69231,333.21414,15.119618
Algeria,2022-09-01,236.18729,118.021576,342.61798,15.124016
Algeria,2022-10-01,240.36613,116.47843,344.98206,15.126215
Algeria,2022-11-01,246.44717,114.66222,354.05542,15.130612
Algeria,2022-12-01,250.02864,113.11107,358.51343,15.130612
Algeria,2023-01-01,252.08237,111.11306,362.32657,15.130612
Algeria,2023-02-01,253.08295,108.164314,369.5961,15.130612
Algeria,2023-03-01,254.81511,107.24279,376.205,15.130612
Algeria,2023-04-01,256.64264,106.58789,382.8763,15.130612
Algeria,2023-05-01,259.16937,105.30806,389.73193,15.130612
Algeria,2023-06-01,262.07428,104.24175,398.05292,15.130612
Algeria,2023-07-01,265.84122,104.4816,404.95624,15.130612
Algeria,2023-08-01,273.62543,104.91109,413.13498,15.130612
Algeria,2023-09-01,278.31744,104.2296,418.50717,15.130612
Algeria,2023-10-01,281.10834,102.306625,423.24634,15.130612
Algeria,2023-11-01,284.3344,100.491356,429.16232,15.130612
Algeria,2023-12-01,286.3199,98.256096,433.79965,15.130612
Algeria,2024-01-01,287.72363,95.68068,437.98734,15.130612
Algeria,2024-02-01,288.82272,91.33006,443.14215,15.130612
Algeria,2024-03-01,291.16263,88.39343,447.93463,15.130612
Algeria,2024-04-01,293.242,85.48448,452.6971,15.130612
Algeria,2024-05-01,294.6254,79.18685,458.0116,15.130612
Algeria,2024-06-01,295.41165,78.061165,462.52292,15.130612
Algeria,2024-07-01,,,,15.130612
Algeria,2024-08-01,,,,15.130612
Algeria,2024-09-01,,,,15.130612
Algeria,2024-10-01,,,,15.130612
Algeria,2024-11-01,,,,15.130612
Algeria,2024-12-01,,,,15.130612
Algeria,2025-01-01,,,,15.130612
Algeria,2025-02-01,,,,15.130612
Algeria,2025-03-01,,,,15.130612
Algeria,2025-04-01,,,,15.130612
Algeria,2025-05-01,,,,15.130612
Algeria,2025-06-01,,,,15.130612
Algeria,2025-07-01,,,,15.130612
American Samoa,2020-01-01,-0.024732709,-0.44936,0.878508,0.0
American Samoa,2020-02-01,-0.79694927,-3.5972764,5.4340725,0.0
American Samoa,2020-03-01,-0.570058,-4.983106,8.807077,0.0
American Samoa,2020-04-01,0.30696428,-7.814619,14.520657,0.0
American Samoa,2020-05-01,-1.1346768,-11.249635,17.244654,0.0
American Samoa,2020-06-01,-3.356486,-16.348782,16.75163,0.0
American Samoa,2020-07-01,-4.8556647,-22.938065,20.184458,0.0
American Samoa,2020-08-01,-6.549317,-29.945108,24.294909,0.0
American Samoa,2020-09-01,-7.38365,-34.692642,32.605324,0.0
American Samoa,2020-10-01,-6.257288,-35.743122,37.51687,0.0
American Samoa,2020-11-01,-3.8495982,-36.989334,44.60858,0.0
American Samoa,2020-12-01,3.9208045,-34.26117,56.680744,0.0
American Samoa,2021-01-01,9.215747,-36.851738,60.049313,0.0
American Samoa,2021-02-01,10.726883,-38.65264,62.717903,0.0
American Samoa,2021-03-01,11.677799,-41.172783,66.74438,0.0
American Samoa,2021-04-01,10.593994,-47.38911,71.12321,0.0
American Samoa,2021-05-01,10.086658,-50.290207,74.61608,0.0
American Samoa,2021-06-01,10.631079,-54.837875,80.64258,0.0
American Samoa,2021-07-01,10.7015,-58.076077,87.447235,0.0
American Samoa,2021-08-01,16.01973,-58.969654,94.408264,0.0
American Samoa,2021-09-01,28.900764,-60.04465,97.62594,0.0
American Samoa,2021-10-01,35.609303,-60.95094,104.00591,0.0
American Samoa,2021-11-01,37.83669,-64.97489,109.019455,0.0
American Samoa,2021-12-01,40.09294,-66.57987,112.394135,0.0
American Samoa,2022-01-01,40.755066,-68.989586,117.7051,0.0
American Samoa,2022-02-01,44.67179,-72.88632,124.21317,0.0
American Samoa,2022-03-01,50.075287,-74.75955,135.33475,0.0
American Samoa,2022-04-01,81.592255,-42.672302,188.80328,8.277803
American Samoa,2022-05-01,126.75098,3.9248335,247.24228,53.80572
American Samoa,2022-06-01,144.4392,19.46134,280.22443,64.15298
American Samoa,2022-07-01,146.77591,24.836193,297.5515,64.15298
American Samoa,2022-08-01,157.61703,33.007492,320.86215,68.29188
American Samoa,2022-09-01,161.85463,27.0058,343.23746,70.36133
American Samoa,2022-10-01,162.86877,22.68195,354.05032,70.36133
American Samoa,2022-11-01,164.13786,20.614714,360.4328,70.36133
American Samoa,2022-12-01,166.87086,16.50764,365.1341,70.36133
American Samoa,2023-01-01,169.60982,13.985838,379.108,70.36133
American Samoa,2023-02-01,171.18701,9.829526,397.4207,70.36133
American Samoa,2023-03-01,171.57524,9.414424,401.3093,70.36133
American Samoa,2023-04-01,171.95274,8.973464,404.05957,70.36133
American Samoa,2023-05-01,172.33241,8.136963,412.69186,70.36133
American Samoa,2023-06-01,173.56094,6.84044,426.80933,70.36133
American Samoa,2023-07-01,174.66685,5.4513955,436.31583,70.36133
American Samoa,2023-08-01,174.41768,1.6933451,448.4839,70.36133
American Samoa,2023-09-01,174.56967,-3.5355952,458.3854,70.36133
American Samoa,2023-10-01,174.61894,-8.549786,466.53452,70.36133
American Samoa,2023-11-01,175.0683,-15.544367,474.57718,70.36133
American Samoa,2023-12-01,175.62234,-21.71831,479.53317,70.36133
American Samoa,2024-01-01,176.16515,-28.088598,489.50665,70.36133
American Samoa,2024-02-01,176.5912,-36.255413,498.10666,70.36133
American Samoa,2024-03-01,177.59186,-42.984795,503.2675,70.36133
American Samoa,2024-04-01,177.19589,-50.349834,508.39914,70.36133
American Samoa,2024-05-01,177.28566,-59.175095,517.2988,70.36133
American Samoa,2024-06-01,176.98273,-66.16467,523.7189,70.36133
American Samoa,2024-07-01,,,,70.36133
American Samoa,2024-08-01,,,,70.36133
American Samoa,2024-09-01,,,,70.36133
American Samoa,2024-10-01,,,,70.36133
American Samoa,2024-11-01,,,,70.36133
American Samoa,2024-12-01,,,,70.36133
American Samoa,2025-01-01,,,,70.36133
American Samoa,2025-02-01,,,,70.36133
American Samoa,2025-03-01,,,,70.36133
American Samoa,2025-04-01,,,,70.36133
American Samoa,2025-05-01,,,,70.36133
American Samoa,2025-06-01,,,,70.36133
American Samoa,2025-07-01,,,,70.36133
Andorra,2020-01-01,0.0,0.0,0.0,0.0
Andorra,2020-02-01,1.6989149,1.6989149,1.6989149,0.0
Andorra,2020-03-01,9.597246,9.597246,9.597246,0.0
Andorra,2020-04-01,27.85364,27.85364,27.85364,16.316284
Andorra,2020-05-01,62.574684,62.574684,62.574684,52.71415
Andorra,2020-06-01,74.257774,74.257774,74.257774,64.01004
Andorra,2020-07-01,74.24444,74.24444,74.24444,65.26514
Andorra,2020-08-01,73.24053,73.24053,73.24053,65.26514
Andorra,2020-09-01,66.00793,66.00793,66.00793,66.52024
Andorra,2020-10-01,73.69769,73.69769,73.69769,66.52024
Andorra,2020-11-01,91.02385,91.02385,91.02385,94.132416
Andorra,2020-12-01,84.679276,84.679276,84.679276,95.38751
Andorra,2021-01-01,97.15907,97.15907,97.15907,105.4283
Andorra,2021-02-01,112.87415,112.87415,112.87415,126.764984
Andorra,2021-03-01,116.266235,116.266235,116.266235,138.06087
Andorra,2021-04-01,112.709526,112.709526,112.709526,144.33636
Andorra,2021-05-01,130.58908,130.58908,130.58908,156.88736
Andorra,2021-06-01,138.6145,138.6145,138.6145,159.39755
Andorra,2021-07-01,131.7366,131.7366,131.7366,159.39755
Andorra,2021-08-01,132.47202,132.47202,132.47202,160.65265
Andorra,2021-09-01,134.12096,134.12096,134.12096,163.16284
Andorra,2021-10-01,133.3405,133.3405,133.3405,163.16284
Andorra,2021-11-01,131.54381,131.54381,131.54381,163.16284
Andorra,2021-12-01,132.65727,132.65727,132.65727,164.41795
Andorra,2022-01-01,143.30104,141.80412,149.40749,175.71384
Andorra,2022-02-01,154.03227,147.76642,193.3668,181.98933
Andorra,2022-03-01,159.51155,150.79108,224.74545,189.51993
Andorra,2022-04-01,164.956,151.25243,254.10683,192.03012
Andorra,2022-05-01,168.47423,150.29561,275.02094,192.03012
Andorra,2022-06-01,174.07718,151.2972,312.86252,192.03012
Andorra,2022-07-01,176.77179,151.96692,328.47458,192.03012
Andorra,2022-08-01,180.57478,153.67374,348.87903,192.03012
Andorra,2022-09-01,184.86827,154.46344,379.50534,193.28522
Andorra,2022-10-01,187.43987,155.29678,399.90604,194.54031
Andorra,2022-11-01,188.59447,152.92369,418.8111,194.54031
Andorra,2022-12-01,192.63536,155.46718,441.54962,197.05052
Andorra,2023-01-01,197.61836,157.87207,458.9435,198.30562
Andorra,2023-02-01,199.13237,157.3836,474.3804,199.56071
Andorra,2023-03-01,198.56683,153.52223,485.1085,199.56071
Andorra,2023-04-01,198.17957,150.46011,497.37775,199.56071
Andorra,2023-05-01,198.52985,146.86377,511.39032,199.56071
Andorra,2023-06-01,199.46295,142.60828,529.41187,199.56071
Andorra,2023-07-01,199.94032,138.76236,548.15137,199.56071
Andorra,2023-08-01,201.06436,131.80515,562.97833,199.56071
Andorra,2023-09-01,201.80092,129.49571,576.545,199.56071
Andorra,2023-10-01,202.3025,126.33143,590.9836,199.56071
Andorra,2023-11-01,202.83739,126.11262,607.5501,199.56071
Andorra,2023-12-01,203.21193,124.95405,619.583,199.56071
Andorra,2024-01-01,204.46964,120.36016,632.0062,199.56071
Andorra,2024-02-01,206.21587,115.06404,649.5,199.56071
Andorra,2024-03-01,207.96259,113.11333,663.8143,199.56071
Andorra,2024-04-01,211.44708,111.213264,677.4744,199.56071
Andorra,2024-05-01,219.06827,108.26262,693.82025,199.56071
Andorra,2024-06-01,223.51826,106.383385,701.7291,199.56071
Andorra,2024-07-01,,,,199.56071
Andorra,2024-08-01,,,,199.56071
Andorra,2024-09-01,,,,199.56071
Andorra,2024-10-01,,,,199.56071
Andorra,2024-11-01,,,,199.56071
Andorra,2024-12-01,,,,199.56071
Andorra,2025-01-01,,,,199.56071
Andorra,2025-02-01,,,,199.56071
Andorra,2025-03-01,,,,199.56071
Andorra,2025-04-01,,,,199.56071
Andorra,2025-05-01,,,,199.56071
Andorra,2025-06-01,,,,199.56071
Andorra,2025-07-01,,,,199.56071
Angola,2020-01-01,0.22754253,-0.088776216,0.7735351,0.0
Angola,2020-02-01,1.3120769,-0.5763755,4.679021,0.0
Angola,2020-03-01,1.7131766,-1.8518367,7.072376,0.0
Angola,2020-04-01,-1.6429111,-9.101567,7.3278265,0.0
Angola,2020-05-01,-4.6891565,-16.825792,9.282242,0.0
Angola,2020-06-01,-6.495086,-23.976892,11.6982155,0.011224925
Angola,2020-07-01,-5.1291623,-30.086786,14.125043,0.036481004
Angola,2020-08-01,-3.84303,-27.021673,20.208519,0.14592402
Angola,2020-09-01,-3.4511793,-32.662907,24.255547,0.30307296
Angola,2020-10-01,-4.072536,-39.71789,27.003794,0.49950913
Angola,2020-11-01,-3.1505256,-42.02555,30.970778,0.80538833
Angola,2020-12-01,-0.1379456,-44.5111,40.174656,0.9765684
Angola,2021-01-01,3.7451982,-44.624092,48.43294,1.1365236
Angola,2021-02-01,9.268076,-41.31339,59.81279,1.3077037
Angola,2021-03-01,15.237978,-37.57596,73.25899,1.4255654
Angola,2021-04-01,20.41503,-36.084286,86.354996,1.5069461
Angola,2021-05-01,25.2745,-31.78202,92.41299,1.6725137
Angola,2021-06-01,35.402683,-24.985378,103.91155,2.149573
Angola,2021-07-01,48.248287,-15.523415,114.63794,2.525608
Angola,2021-08-01,56.62855,-10.473967,127.73074,2.8370996
Angola,2021-09-01,64.35344,-6.6718936,139.94144,3.4151833
Angola,2021-10-01,70.133064,-3.9256494,151.41776,4.3440456
Angola,2021-11-01,73.91995,-2.8463223,160.31534,4.798655
Angola,2021-12-01,80.3502,-0.5378452,168.09572,4.8631983
Angola,2022-01-01,89.18834,6.10149,182.28374,4.930548
Angola,2022-02-01,95.10541,9.524328,199.2738,5.317808
Angola,2022-03-01,98.33541,11.195699,214.63501,5.331839
Angola,2022-04-01,101.59761,12.650429,225.66357,5.331839
Angola,2022-05-01,104.30636,12.828141,235.97424,5.331839
Angola,2022-06-01,107.87878,14.820937,245.71886,5.331839
Angola,2022-07-01,110.77879,17.058668,253.77248,5.331839
Angola,2022-08-01,113.672615,18.864388,261.15668,5.379545
Angola,2022-09-01,117.0039,21.088812,269.51422,5.379545
Angola,2022-10-01,119.07255,21.605883,275.76102,5.379545
Angola,2022-11-01,120.5863,21.36681,280.8054,5.3823514
Angola,2022-12-01,121.61322,19.27017,284.4138,5.4019947
Angola,2023-01-01,122.739075,19.55196,288.96454,5.416026
Angola,2023-02-01,125.44589,20.007042,295.5396,5.4188323
Angola,2023-03-01,127.19203,20.250614,306.54984,5.4244447
Angola,2023-04-01,129.18028,20.540829,312.34146,5.427251
Angola,2023-05-01,131.08353,23.436335,318.34283,5.432863
Angola,2023-06-01,134.47351,27.347239,325.69647,5.432863
Angola,2023-07-01,135.67633,29.526276,328.9542,5.432863
Angola,2023-08-01,137.805,31.424665,335.82703,5.432863
Angola,2023-09-01,138.79535,32.34866,339.55344,5.432863
Angola,2023-10-01,140.10732,33.34405,344.59927,5.432863
Angola,2023-11-01,142.08977,34.74478,351.62027,5.432863
Angola,2023-12-01,144.16672,35.79005,361.46783,5.4356694
Angola,2024-01-01,145.51154,36.494606,372.95053,5.4356694
Angola,2024-02-01,147.59305,37.80269,384.7352,5.4356694
Angola,2024-03-01,148.75981,38.82778,388.57062,5.4356694
Angola,2024-04-01,148.61855,38.93641,396.09613,5.4356694
Angola,2024-05-01,148.55164,38.85754,406.78513,5.4356694
Angola,2024-06-01,148.53484,36.839798,415.37122,5.4356694
Angola,2024-07-01,,,,5.4356694
Angola,2024-08-01,,,,5.4356694
Angola,2024-09-01,,,,5.4356694
Angola,2024-10-01,,,,5.4356694
Angola,2024-11-01,,,,5.4356694
Angola,2024-12-01,,,,5.4356694
Angola,2025-01-01,,,,5.4356694
Angola,2025-02-01,,,,5.4356694
Angola,2025-03-01,,,,5.4356694
Angola,2025-04-01,,,,5.4356694
Angola,2025-05-01,,,,5.4356694
Angola,2025-06-01,,,,5.4356694
Angola,2025-07-01,,,,5.4356694
Anguilla,2020-01-01,-0.1786994,-0.5702612,0.51926994,0.0
Anguilla,2020-02-01,-0.9881733,-4.233352,3.3911378,0.0
Anguilla,2020-03-01,-2.5519187,-8.362617,5.1429634,0.0
Anguilla,2020-04-01,-3.8926613,-16.520851,11.700199,0.0
Anguilla,2020-05-01,-6.2321835,-24.582325,13.916122,0.0
Anguilla,2020-06-01,-6.335531,-29.891386,22.844673,0.0
Anguilla,2020-07-01,-6.779769,-36.739204,39.191082,0.0
Anguilla,2020-08-01,-7.5954165,-40.511993,48.168327,0.0
Anguilla,2020-09-01,-7.6566668,-39.9705,56.172497,0.0
Anguilla,2020-10-01,-8.06685,-45.777832,63.95883,0.0
Anguilla,2020-11-01,-7.936341,-48.54263,69.438194,0.0
Anguilla,2020-12-01,-7.1156974,-50.97946,74.191216,0.0
Anguilla,2021-01-01,-5.0104694,-52.309483,77.670815,0.0
Anguilla,2021-02-01,-2.8104873,-56.59817,84.07709,0.0
Anguilla,2021-03-01,-1.1938064,-59.373253,83.54434,0.0
