location,date,excess_mortality,ci_lower,ci_upper,confirmed_deaths
Belarus,2021-06-01,397.54575,369.6259,412.28543,31.0797
Belarus,2021-07-01,425.3965,380.5864,439.0614,34.26289
Belarus,2021-08-01,449.43982,391.2745,465.49548,37.653206
Belarus,2021-09-01,482.57043,406.7333,502.72974,41.20704
Belarus,2021-10-01,518.7076,426.28128,544.99817,45.164223
Belarus,2021-11-01,566.2536,442.5582,603.63794,50.484074
Belarus,2021-12-01,625.4003,457.1044,664.76013,55.389675
Belarus,2022-01-01,656.0463,471.57748,702.02875,60.807636
Belarus,2022-02-01,685.3212,485.6846,733.9855,65.97487
Belarus,2022-03-01,706.37976,497.62036,768.0866,70.64064
Belarus,2022-04-01,722.5966,504.1483,784.3942,74.33619
Belarus,2022-05-01,733.94434,508.49585,796.6815,75.73156
Belarus,2022-06-01,738.9353,510.56244,803.98956,76.0695
Belarus,2022-07-01,749.0151,515.38776,815.9952,76.0695
Belarus,2022-08-01,756.44434,517.8693,823.0278,77.59569
Belarus,2022-09-01,769.0816,521.58167,833.906,77.59569
Belarus,2022-10-01,782.3826,524.3649,840.396,77.59569
Belarus,2022-11-01,790.2184,524.95557,848.02875,77.59569
Belarus,2022-12-01,799.5753,526.0535,852.86725,77.59569
Belarus,2023-01-01,816.42053,529.3647,868.99524,77.59569
Belarus,2023-02-01,816.90765,525.3594,871.9712,77.59569
Belarus,2023-03-01,813.5737,520.9231,873.4774,77.59569
Belarus,2023-04-01,810.6231,513.741,877.1593,77.59569
Belarus,2023-05-01,812.5514,513.3926,881.7107,77.59569
Belarus,2023-06-01,813.9615,513.4053,884.3299,77.59569
Belarus,2023-07-01,816.63104,513.0093,888.4539,77.59569
Belarus,2023-08-01,817.0323,512.54956,893.80707,77.59569
Belarus,2023-09-01,819.62885,512.55963,897.77057,77.59569
Belarus,2023-10-01,820.6569,512.0758,901.2143,77.59569
Belarus,2023-11-01,827.2676,513.3985,905.23584,77.59569
Belarus,2023-12-01,838.5274,515.22473,914.0104,77.59569
Belarus,2024-01-01,847.62946,516.3753,927.0706,77.59569
Belarus,2024-02-01,849.61176,514.17804,936.58264,77.59569
Belarus,2024-03-01,847.81116,508.1096,936.0615,77.59569
Belarus,2024-04-01,846.9087,501.1723,940.1697,77.59569
Belarus,2024-05-01,848.3285,492.63937,945.7913,77.59569
Belarus,2024-06-01,851.27045,489.2133,952.3627,77.59569
Belarus,2024-07-01,,,,77.59569
Belarus,2024-08-01,,,,77.59569
Belarus,2024-09-01,,,,77.59569
Belarus,2024-10-01,,,,77.59569
Belarus,2024-11-01,,,,77.59569
Belarus,2024-12-01,,,,77.59569
Belarus,2025-01-01,,,,77.59569
Belarus,2025-02-01,,,,77.59569
Belarus,2025-03-01,,,,77.59569
Belarus,2025-04-01,,,,77.59569
Belarus,2025-05-01,,,,77.59569
Belarus,2025-06-01,,,,77.59569
Belarus,2025-07-01,,,,77.59569
Belgium,2020-01-01,0.0,0.0,0.0,0.0
Belgium,2020-02-01,-3.0859318,-3.0859318,-3.0859318,0.0
Belgium,2020-03-01,-9.916734,-9.916734,-9.916734,0.0
Belgium,2020-04-01,35.51097,35.51097,35.51097,10.393619
Belgium,2020-05-01,65.69764,65.69764,65.69764,66.983
Belgium,2020-06-01,67.660034,67.660034,67.660034,80.89843
Belgium,2020-07-01,64.89936,64.89936,64.89936,83.43241
Belgium,2020-08-01,65.621185,65.621185,65.621185,84.153946
Belgium,2020-09-01,77.79541,77.79541,77.79541,85.84613
Belgium,2020-10-01,79.54675,79.54675,79.54675,86.97998
Belgium,2020-11-01,112.60921,112.60921,112.60921,101.376434
Belgium,2020-12-01,150.81999,150.81999,150.81999,145.36462
Belgium,2021-01-01,161.70003,161.70003,161.70003,169.33867
Belgium,2021-02-01,161.15201,161.15201,161.15201,183.27986
Belgium,2021-03-01,151.44711,151.44711,151.44711,191.7236
Belgium,2021-04-01,146.86768,146.86768,146.86768,198.75862
Belgium,2021-05-01,153.28828,153.28828,153.28828,209.1093
Belgium,2021-06-01,156.00128,156.00128,156.00128,215.36264
Belgium,2021-07-01,155.22038,155.22038,155.22038,217.19226
Belgium,2021-08-01,156.38356,156.38356,156.38356,217.79355
Belgium,2021-09-01,159.02449,159.02449,159.02449,218.97035
Belgium,2021-10-01,161.2601,161.2601,161.2601,220.8515
Belgium,2021-11-01,172.15738,172.15738,172.15738,224.5537
Belgium,2021-12-01,191.98442,191.98442,191.98442,233.04898
Belgium,2022-01-01,198.89531,198.89531,198.89531,243.48553
Belgium,2022-02-01,201.54742,201.54742,201.54742,249.85056
Belgium,2022-03-01,197.28775,197.28775,197.28775,258.9471
Belgium,2022-04-01,205.48123,205.48123,205.48123,264.45316
Belgium,2022-05-01,215.49522,215.49522,215.49522,269.91626
Belgium,2022-06-01,219.07307,219.07307,219.07307,272.45883
Belgium,2022-07-01,223.7902,223.7902,223.7902,273.96204
Belgium,2022-08-01,230.28839,230.28839,230.28839,276.87396
Belgium,2022-09-01,239.54233,239.54233,239.54233,279.15027
Belgium,2022-10-01,246.06627,246.06627,246.06627,280.40436
Belgium,2022-11-01,252.92313,252.92313,252.92313,282.57758
Belgium,2022-12-01,259.26004,259.26004,259.26004,283.72
Belgium,2023-01-01,279.78497,279.78497,279.78497,286.34848
Belgium,2023-02-01,280.71957,280.71957,280.71957,288.11798
Belgium,2023-03-01,277.8055,277.8055,277.8055,289.79297
Belgium,2023-04-01,278.3535,278.3535,278.3535,292.4472
Belgium,2023-05-01,278.71442,278.71442,278.71442,293.959
Belgium,2023-06-01,283.0799,283.0799,283.0799,294.74927
Belgium,2023-07-01,286.3286,286.3286,286.3286,294.9554
Belgium,2023-08-01,285.99948,285.99948,285.99948,294.96402
Belgium,2023-09-01,289.50046,289.50046,289.50046,294.96402
Belgium,2023-10-01,293.42352,293.42352,293.42352,294.96402
Belgium,2023-11-01,298.82025,298.82025,298.82025,294.96402
Belgium,2023-12-01,306.4942,306.4942,306.4942,294.96402
Belgium,2024-01-01,313.71985,313.71985,313.71985,294.96402
Belgium,2024-02-01,320.59824,320.59824,320.59824,294.96402
Belgium,2024-03-01,314.53424,314.53424,314.53424,294.96402
Belgium,2024-04-01,311.92368,311.92368,311.92368,294.96402
Belgium,2024-05-01,314.81015,314.81015,314.81015,294.96402
Belgium,2024-06-01,319.72034,311.92328,319.72034,294.96402
Belgium,2024-07-01,,,,294.96402
Belgium,2024-08-01,,,,294.96402
Belgium,2024-09-01,,,,294.96402
Belgium,2024-10-01,,,,294.96402
Belgium,2024-11-01,,,,294.96402
Belgium,2024-12-01,,,,294.96402
Belgium,2025-01-01,,,,294.96402
Belgium,2025-02-01,,,,294.96402
Belgium,2025-03-01,,,,294.96402
Belgium,2025-04-01,,,,294.96402
Belgium,2025-05-01,,,,294.96402
Belgium,2025-06-01,,,,294.96402
Belgium,2025-07-01,,,,294.96402
Belize,2020-01-01,0.0,0.0,0.0,0.0
Belize,2020-02-01,0.06735937,0.06735937,0.06735937,0.0
Belize,2020-03-01,-0.9322484,-0.9322484,-0.9322484,0.0
Belize,2020-04-01,-6.735523,-6.735523,-6.735523,0.0
Belize,2020-05-01,-11.518397,-11.518397,-11.518397,0.49665874
Belize,2020-06-01,-12.684595,-12.684595,-12.684595,0.49665874
Belize,2020-07-01,-11.831728,-11.831728,-11.831728,0.49665874
Belize,2020-08-01,-13.351904,-13.351904,-13.351904,0.49665874
Belize,2020-09-01,-15.899539,-15.899539,-15.899539,3.2282817
Belize,2020-10-01,-17.82421,-17.82421,-17.82421,6.4565635
Belize,2020-11-01,-9.448575,-9.448575,-9.448575,14.403103
Belize,2020-12-01,15.319601,15.319601,15.319601,36.504417
Belize,2021-01-01,31.728468,31.728468,31.728468,60.095707
Belize,2021-02-01,35.811195,35.811195,35.811195,74.74714
Belize,2021-03-01,38.61713,38.61713,38.61713,77.97542
Belize,2021-04-01,32.73389,32.73389,32.73389,78.720406
Belize,2021-05-01,27.466576,27.466576,27.466576,80.21039
Belize,2021-06-01,28.202705,28.202705,28.202705,80.45872
Belize,2021-07-01,30.112658,30.112658,30.112658,81.70036
Belize,2021-08-01,34.025024,34.025024,34.025024,83.687
Belize,2021-09-01,55.667084,55.667084,55.667084,89.15024
Belize,2021-10-01,76.64733,76.64733,76.64733,101.56671
Belize,2021-11-01,104.05194,104.05194,104.05194,121.92972
Belize,2021-12-01,136.60718,136.60718,136.60718,142.54106
Belize,2022-01-01,138.39102,138.39102,138.39102,148.50096
Belize,2022-02-01,151.98993,151.98993,151.98993,155.20586
Belize,2022-03-01,161.68695,161.68695,161.68695,161.4141
Belize,2022-04-01,159.52365,159.52365,159.52365,162.40741
Belize,2022-05-01,162.99281,162.99281,162.99281,167.87065
Belize,2022-06-01,164.20241,164.20241,164.20241,168.11897
Belize,2022-07-01,166.34108,166.34108,166.34108,168.61563
Belize,2022-08-01,171.95305,171.95305,171.95305,168.86397
Belize,2022-09-01,176.53679,176.53679,176.53679,168.86397
Belize,2022-10-01,176.40672,176.40672,176.40672,169.60896
Belize,2022-11-01,179.21313,179.21313,179.21313,170.60228
Belize,2022-12-01,182.53186,182.53186,182.53186,170.8506
Belize,2023-01-01,183.62895,182.73105,186.18086,170.8506
Belize,2023-02-01,184.47615,180.07996,199.02434,170.8506
Belize,2023-03-01,184.5852,178.84517,207.96678,170.8506
Belize,2023-04-01,184.38892,176.42796,211.46117,170.8506
Belize,2023-05-01,184.06213,173.14148,216.65768,170.8506
Belize,2023-06-01,184.55908,169.2981,226.24068,170.8506
Belize,2023-07-01,186.99762,167.76584,233.26389,170.8506
Belize,2023-08-01,186.99744,165.0992,240.61092,170.8506
Belize,2023-09-01,187.24586,162.68134,250.49672,170.8506
Belize,2023-10-01,188.79602,160.1757,255.5865,170.8506
Belize,2023-11-01,188.44263,156.55904,258.0786,170.8506
Belize,2023-12-01,188.78249,153.19298,260.96155,170.8506
Belize,2024-01-01,189.03514,149.82918,266.13498,170.8506
Belize,2024-02-01,189.84125,145.10995,272.2509,170.8506
Belize,2024-03-01,190.33864,140.19185,276.40952,170.8506
Belize,2024-04-01,191.02577,135.24422,280.89456,170.8506
Belize,2024-05-01,192.7879,131.79486,285.53934,170.8506
Belize,2024-06-01,194.12355,131.53407,289.03445,170.8506
Belize,2024-07-01,,,,170.8506
Belize,2024-08-01,,,,170.8506
Belize,2024-09-01,,,,170.8506
Belize,2024-10-01,,,,170.8506
Belize,2024-11-01,,,,170.8506
Belize,2024-12-01,,,,170.8506
Belize,2025-01-01,,,,170.8506
Belize,2025-02-01,,,,170.8506
Belize,2025-03-01,,,,170.8506
Belize,2025-04-01,,,,170.8506
Belize,2025-05-01,,,,170.8506
Belize,2025-06-01,,,,170.8506
Belize,2025-07-01,,,,170.8506
Benin,2020-01-01,0.57650703,-0.18159273,1.3068908,0.0
Benin,2020-02-01,3.4601803,-1.6448276,8.304486,0.0
Benin,2020-03-01,4.305913,-3.441029,11.367455,0.0
Benin,2020-04-01,4.1374245,-9.776632,11.690582,0.0
Benin,2020-05-01,5.0458274,-17.500494,12.758984,0.014535456
Benin,2020-06-01,5.556787,-24.761711,15.181668,0.021803183
Benin,2020-07-01,7.125017,-29.3203,25.813927,0.1526223
Benin,2020-08-01,8.719899,-31.372885,33.706295,0.26163822
Benin,2020-09-01,9.187965,-36.691147,40.802258,0.29070914
Benin,2020-10-01,9.329224,-39.676907,42.8365,0.29797685
Benin,2020-11-01,10.16022,-44.10654,48.748543,0.29797685
Benin,2020-12-01,13.22791,-46.068363,63.505833,0.3125123
Benin,2021-01-01,17.825989,-45.6735,74.4231,0.31978005
Benin,2021-02-01,22.64863,-45.22131,85.09485,0.37792185
Benin,2021-03-01,26.490437,-46.686493,97.55686,0.50874096
Benin,2021-04-01,30.167217,-48.579525,112.236885,0.67589873
Benin,2021-05-01,33.99355,-48.46268,127.77217,0.7195051
Benin,2021-06-01,39.85002,-46.958267,142.33482,0.7413083
Benin,2021-07-01,45.233906,-43.636852,151.67813,0.7558437
Benin,2021-08-01,50.368263,-40.552345,160.72365,0.7849146
Benin,2021-09-01,57.48834,-37.107502,176.28853,0.9520724
Benin,2021-10-01,63.33352,-35.093792,188.2462,1.1555687
Benin,2021-11-01,67.13683,-34.17772,198.17955,1.1701043
Benin,2021-12-01,72.78955,-32.19597,212.39131,1.1701043
Benin,2022-01-01,77.147934,-29.714258,222.15779,1.1701043
Benin,2022-02-01,83.31777,-27.416536,235.03075,1.1846397
Benin,2022-03-01,88.203606,-25.266233,247.0789,1.1846397
Benin,2022-04-01,92.51199,-23.334423,257.46194,1.1846397
Benin,2022-05-01,96.330475,-21.410734,266.93,1.1846397
Benin,2022-06-01,101.0669,-19.501007,279.94272,1.1846397
Benin,2022-07-01,104.71751,-17.886219,293.36075,1.1846397
Benin,2022-08-01,108.41949,-16.822844,305.81845,1.1846397
Benin,2022-09-01,112.83469,-17.03249,316.8684,1.1846397
Benin,2022-10-01,116.17213,-18.80801,323.77225,1.1846397
Benin,2022-11-01,119.254684,-18.871784,332.55948,1.1846397
Benin,2022-12-01,121.72914,-18.885395,342.1634,1.1846397
Benin,2023-01-01,124.202255,-19.067461,345.07373,1.1846397
Benin,2023-02-01,128.69357,-18.926556,349.76224,1.1846397
Benin,2023-03-01,131.79652,-18.945333,357.18976,1.1846397
Benin,2023-04-01,135.12811,-18.764114,364.47253,1.1846397
Benin,2023-05-01,138.61366,-18.708376,372.2882,1.1846397
Benin,2023-06-01,144.18245,-18.171942,384.3368,1.1846397
Benin,2023-07-01,146.90811,-15.683434,389.53177,1.1846397
Benin,2023-08-01,150.99306,-16.562637,397.67435,1.1846397
Benin,2023-09-01,153.37456,-17.535717,401.81796,1.1846397
Benin,2023-10-01,156.01353,-18.02465,407.1239,1.1846397
Benin,2023-11-01,159.68207,-18.66991,415.38663,1.1846397
Benin,2023-12-01,163.27159,-18.837347,422.99576,1.1846397
Benin,2024-01-01,166.23592,-18.927876,428.03574,1.1846397
Benin,2024-02-01,170.0605,-19.356848,435.16846,1.1846397
Benin,2024-03-01,172.66484,-20.343765,439.81482,1.1846397
Benin,2024-04-01,174.24936,-20.704462,443.74603,1.1846397
Benin,2024-05-01,176.3812,-23.31081,448.69388,1.1846397
Benin,2024-06-01,178.0478,-24.606247,453.51077,1.1846397
Benin,2024-07-01,,,,1.1846397
Benin,2024-08-01,,,,1.1846397
Benin,2024-09-01,,,,1.1846397
Benin,2024-10-01,,,,1.1846397
Benin,2024-11-01,,,,1.1846397
Benin,2024-12-01,,,,1.1846397
Benin,2025-01-01,,,,1.1846397
Benin,2025-02-01,,,,1.1846397
Benin,2025-03-01,,,,1.1846397
Benin,2025-04-01,,,,1.1846397
Benin,2025-05-01,,,,1.1846397
Benin,2025-06-01,,,,1.1846397
Benin,2025-07-01,,,,1.1846397
Bermuda,2020-01-01,0.0,0.0,0.0,0.0
Bermuda,2020-02-01,-3.194874,-3.194874,-3.194874,0.0
Bermuda,2020-03-01,3.7465346,3.7465346,3.7465346,0.0
Bermuda,2020-04-01,26.837019,26.837019,26.837019,0.0
Bermuda,2020-05-01,49.21733,49.21733,49.21733,9.2687
Bermuda,2020-06-01,48.925674,48.925674,48.925674,13.903049
Bermuda,2020-07-01,34.559353,34.559353,34.559353,13.903049
Bermuda,2020-08-01,28.84706,28.84706,28.84706,13.903049
Bermuda,2020-09-01,34.259506,34.259506,34.259506,13.903049
Bermuda,2020-10-01,56.147457,56.147457,56.147457,13.903049
Bermuda,2020-11-01,45.511574,45.511574,45.511574,13.903049
Bermuda,2020-12-01,49.695465,49.695465,49.695465,13.903049
Bermuda,2021-01-01,55.128033,55.128033,55.128033,15.447833
Bermuda,2021-02-01,73.037025,73.037025,73.037025,18.5374
Bermuda,2021-03-01,85.6131,85.6131,85.6131,18.5374
Bermuda,2021-04-01,117.31948,117.31948,117.31948,18.5374
Bermuda,2021-05-01,138.45218,138.45218,138.45218,41.70915
Bermuda,2021-06-01,148.87692,148.87692,148.87692,49.433064
Bermuda,2021-07-01,143.37299,143.37299,143.37299,50.977848
Bermuda,2021-08-01,144.22047,144.22047,144.22047,50.977848
Bermuda,2021-09-01,171.69492,171.69492,171.69492,50.977848
Bermuda,2021-10-01,245.68588,245.68588,245.68588,111.224396
Bermuda,2021-11-01,284.30435,284.30435,284.30435,156.02312
Bermuda,2021-12-01,307.1858,307.1858,307.1858,163.74702
Bermuda,2022-01-01,323.4317,319.5637,337.72397,169.92616
Bermuda,2022-02-01,350.0669,330.61105,394.22864,179.19485
Bermuda,2022-03-01,364.97018,335.74252,417.0753,190.00835
Bermuda,2022-04-01,380.95865,338.56,445.0488,196.18747
Bermuda,2022-05-01,391.67883,341.6297,460.7246,202.36661
Bermuda,2022-06-01,408.13235,348.22128,487.80576,213.18008
Bermuda,2022-07-01,417.13254,349.34027,509.68008,216.26965
Bermuda,2022-08-01,430.26526,352.9641,538.29047,222.44879
Bermuda,2022-09-01,440.74542,359.486,569.1205,228.62793
Bermuda,2022-10-01,445.6535,360.6352,581.8036,228.62793
Bermuda,2022-11-01,455.99133,361.51422,599.4263,228.62793
Bermuda,2022-12-01,464.90582,363.35178,611.35065,233.26227
Bermuda,2023-01-01,470.3285,364.10886,616.62006,236.35184
Bermuda,2023-02-01,477.79785,367.12515,638.81635,242.53098
Bermuda,2023-03-01,482.39484,370.7726,652.4271,247.16533
Bermuda,2023-04-01,486.68668,375.8449,661.7267,251.79967
Bermuda,2023-05-01,491.59848,374.3168,667.7463,254.88924
Bermuda,2023-06-01,494.6402,373.66547,673.7737,254.88924
Bermuda,2023-07-01,497.36508,374.61914,679.0023,254.88924
Bermuda,2023-08-01,501.71677,376.87576,684.71893,254.88924
Bermuda,2023-09-01,504.90396,376.3598,689.9042,254.88924
Bermuda,2023-10-01,508.2932,374.93698,696.5588,254.88924
Bermuda,2023-11-01,513.7394,373.67456,704.4126,254.88924
Bermuda,2023-12-01,519.5058,370.7768,712.62305,254.88924
Bermuda,2024-01-01,523.8355,370.7811,719.67554,254.88924
Bermuda,2024-02-01,530.169,367.1018,731.3153,254.88924
Bermuda,2024-03-01,535.5771,364.1,743.1432,254.88924
Bermuda,2024-04-01,541.6627,360.05695,754.8199,254.88924
Bermuda,2024-05-01,550.6109,349.70355,769.18506,254.88924
Bermuda,2024-06-01,558.20715,342.11578,780.8798,254.88924
Bermuda,2024-07-01,,,,254.88924
Bermuda,2024-08-01,,,,254.88924
Bermuda,2024-09-01,,,,254.88924
Bermuda,2024-10-01,,,,254.88924
Bermuda,2024-11-01,,,,254.88924
Bermuda,2024-12-01,,,,254.88924
Bermuda,2025-01-01,,,,254.88924
Bermuda,2025-02-01,,,,254.88924
Bermuda,2025-03-01,,,,254.88924
Bermuda,2025-04-01,,,,254.88924
Bermuda,2025-05-01,,,,254.88924
Bermuda,2025-06-01,,,,254.88924
Bermuda,2025-07-01,,,,254.88924
Bhutan,2020-01-01,0.0,0.0,0.0,0.0
Bhutan,2020-02-01,-1.7599953e-13,-1.7599953e-13,-1.7599953e-13,0.0
Bhutan,2020-03-01,-0.605756,-0.605756,-0.605756,0.0
Bhutan,2020-04-01,-6.027201,-6.027201,-6.027201,0.0
Bhutan,2020-05-01,-8.058167,-8.058167,-8.058167,0.0
Bhutan,2020-06-01,-14.560298,-14.560298,-14.560298,0.0
Bhutan,2020-07-01,-25.38312,-25.38312,-25.38312,0.0
Bhutan,2020-08-01,-29.338957,-29.338957,-29.338957,0.0
Bhutan,2020-09-01,-31.862993,-31.862993,-31.862993,0.0
Bhutan,2020-10-01,-31.52178,-31.52178,-31.52178,0.0
Bhutan,2020-11-01,-30.579344,-30.579344,-30.579344,0.0
Bhutan,2020-12-01,-28.823645,-28.823645,-28.823645,0.0
Bhutan,2021-01-01,-38.378334,-38.378334,-38.378334,0.0
Bhutan,2021-02-01,-43.145927,-43.145927,-43.145927,0.12806262
Bhutan,2021-03-01,-46.331795,-46.331795,-46.331795,0.12806262
Bhutan,2021-04-01,-52.8026,-52.8026,-52.8026,0.12806262
Bhutan,2021-05-01,-53.76223,-53.76223,-53.76223,0.12806262
Bhutan,2021-06-01,-58.890144,-58.890144,-58.890144,0.12806262
Bhutan,2021-07-01,-63.87267,-63.87267,-63.87267,0.12806262
Bhutan,2021-08-01,-67.88843,-67.88843,-67.88843,0.25612524
Bhutan,2021-09-01,-73.202965,-73.202965,-73.202965,0.38418785
Bhutan,2021-10-01,-79.35137,-79.35137,-79.35137,0.38418785
Bhutan,2021-11-01,-81.37877,-81.37877,-81.37877,0.38418785
Bhutan,2021-12-01,-79.548874,-79.548874,-79.548874,0.38418785
Bhutan,2022-01-01,-84.51724,-84.51724,-84.51724,0.38418785
Bhutan,2022-02-01,-86.01605,-86.01605,-86.01605,0.5122505
Bhutan,2022-03-01,-85.82251,-85.82251,-85.82251,0.7683757
Bhutan,2022-04-01,-86.74297,-86.74297,-86.74297,1.4086888
Bhutan,2022-05-01,-81.81476,-81.81476,-81.81476,2.689315
Bhutan,2022-06-01,-84.38855,-84.38855,-84.38855,2.689315
Bhutan,2022-07-01,-91.34144,-91.34144,-91.34144,2.689315
Bhutan,2022-08-01,-93.88761,-93.88761,-93.88761,2.689315
Bhutan,2022-09-01,-97.853355,-97.853355,-97.853355,2.689315
Bhutan,2022-10-01,-101.82514,-101.82514,-101.82514,2.689315
Bhutan,2022-11-01,-98.72726,-98.72726,-98.72726,2.689315
Bhutan,2022-12-01,-95.04285,-95.04285,-95.04285,2.689315
Bhutan,2023-01-01,-99.54579,-102.85203,-97.30295,2.689315
Bhutan,2023-02-01,-98.04203,-107.6659,-85.168076,2.689315
Bhutan,2023-03-01,-96.52588,-111.14908,-75.39688,2.689315
Bhutan,2023-04-01,-95.14652,-114.61345,-65.34083,2.689315
Bhutan,2023-05-01,-95.54682,-117.798775,-55.636597,2.689315
Bhutan,2023-06-01,-96.63004,-122.25739,-43.675777,2.689315
Bhutan,2023-07-01,-95.06329,-125.36495,-33.834015,2.689315
Bhutan,2023-08-01,-93.11404,-128.47768,-21.443857,2.689315
Bhutan,2023-09-01,-91.56469,-130.92145,-13.495296,2.689315
Bhutan,2023-10-01,-89.98289,-134.43456,-7.790877,2.689315
Bhutan,2023-11-01,-88.503654,-138.07741,-0.23714148,2.689315
Bhutan,2023-12-01,-86.87271,-140.68199,7.857784,2.689315
Bhutan,2024-01-01,-85.40163,-143.29774,17.012272,2.689315
Bhutan,2024-02-01,-82.78777,-148.05083,28.469877,2.689315
Bhutan,2024-03-01,-79.99501,-152.86182,37.238125,2.689315
Bhutan,2024-04-01,-76.533485,-156.21645,47.16072,2.689315
Bhutan,2024-05-01,-71.30159,-160.35007,60.25495,2.689315
Bhutan,2024-06-01,-67.11261,-164.29718,70.34379,2.689315
Bhutan,2024-07-01,,,,2.689315
Bhutan,2024-08-01,,,,2.689315
Bhutan,2024-09-01,,,,2.689315
Bhutan,2024-10-01,,,,2.689315
Bhutan,2024-11-01,,,,2.689315
Bhutan,2024-12-01,,,,2.689315
Bhutan,2025-01-01,,,,2.689315
Bhutan,2025-02-01,,,,2.689315
Bhutan,2025-03-01,,,,2.689315
Bhutan,2025-04-01,,,,2.689315
Bhutan,2025-05-01,,,,2.689315
Bhutan,2025-06-01,,,,2.689315
Bhutan,2025-07-01,,,,2.689315
Bolivia,2020-01-01,0.0,0.0,0.0,0.0
Bolivia,2020-02-01,1.2152544,1.2152544,1.2152544,0.0
Bolivia,2020-03-01,3.8884,3.8884,3.8884,0.0
Bolivia,2020-04-01,6.1095486,6.1095486,6.1095486,0.049680796
Bolivia,2020-05-01,2.8187733,2.8187733,2.8187733,0.48852783
Bolivia,2020-06-01,14.477807,14.477807,14.477807,2.5668411
Bolivia,2020-07-01,73.725746,73.725746,73.725746,8.868022
Bolivia,2020-08-01,149.30656,149.30656,149.30656,23.962704
Bolivia,2020-09-01,182.42392,182.42392,182.42392,41.11914
Bolivia,2020-10-01,190.5732,190.5732,190.5732,65.66973
Bolivia,2020-11-01,196.15125,196.15125,196.15125,72.161354
Bolivia,2020-12-01,201.97336,201.97336,201.97336,74.12375
Bolivia,2021-01-01,215.06418,215.06418,215.06418,75.75494
Bolivia,2021-02-01,252.32516,252.32516,252.32516,85.533775
Bolivia,2021-03-01,275.66678,275.66678,275.66678,96.28139
Bolivia,2021-04-01,290.13397,290.13397,290.13397,101.340546
Bolivia,2021-05-01,306.8042,306.8042,306.8042,107.236
Bolivia,2021-06-01,352.51193,352.51193,352.51193,119.8218
Bolivia,2021-07-01,392.9019,392.9019,392.9019,138.29478
Bolivia,2021-08-01,412.41592,412.41592,412.41592,147.43605
Bolivia,2021-09-01,425.28122,425.28122,425.28122,152.59457
Bolivia,2021-10-01,430.6062,430.6062,430.6062,155.05377
Bolivia,2021-11-01,435.84714,435.84714,435.84714,156.7015
Bolivia,2021-12-01,447.0995,447.0995,447.0995,158.73842
Bolivia,2022-01-01,468.2369,468.2369,468.2369,162.95302
Bolivia,2022-02-01,513.6092,511.12924,516.6089,173.2121
Bolivia,2022-03-01,524.4618,517.7214,532.0794,177.50949
Bolivia,2022-04-01,528.42584,520.82477,540.18805,181.2935
Bolivia,2022-05-01,528.4708,521.1386,543.47723,181.41771
Bolivia,2022-06-01,528.5678,520.64154,550.10236,181.73236
Bolivia,2022-07-01,528.90826,522.23157,559.5573,181.77376
Bolivia,2022-08-01,533.8155,527.4277,581.5142,182.6266
Bolivia,2022-09-01,537.4135,531.13416,595.5357,183.80238
Bolivia,2022-10-01,537.26764,531.2707,598.16986,184.10048
Bolivia,2022-11-01,537.0742,528.9061,606.699,184.14188
Bolivia,2022-12-01,537.0237,526.8742,613.056,184.20811
Bolivia,2023-01-01,541.6391,529.26654,627.29144,184.63869
Bolivia,2023-02-01,542.2708,529.47284,641.57214,185.02785
Bolivia,2023-03-01,542.4401,529.52295,649.5032,185.18517
Bolivia,2023-04-01,542.4764,528.983,657.1837,185.25969
Bolivia,2023-05-01,542.3123,527.43646,661.784,185.28453
Bolivia,2023-06-01,541.66943,525.51794,664.53296,185.33421
Bolivia,2023-07-01,541.3097,523.9349,670.32227,185.33421
Bolivia,2023-08-01,540.2784,520.9764,678.7584,185.33421
Bolivia,2023-09-01,539.9559,515.779,678.1792,185.33421
Bolivia,2023-10-01,540.1606,512.3467,678.5396,185.33421
Bolivia,2023-11-01,540.25977,510.12143,683.07935,185.35077
Bolivia,2023-12-01,540.4194,508.0072,691.38684,185.35077
Bolivia,2024-01-01,540.6704,506.12796,700.24585,185.35077
Bolivia,2024-02-01,541.0322,503.73135,711.867,185.35905
Bolivia,2024-03-01,542.27203,501.90488,721.1548,185.36734
Bolivia,2024-04-01,543.2507,499.1936,730.8951,185.36734
Bolivia,2024-05-01,544.58636,497.09207,741.30096,185.36734
Bolivia,2024-06-01,546.04395,497.91385,749.3388,185.36734
Bolivia,2024-07-01,,,,185.36734
Bolivia,2024-08-01,,,,185.36734
Bolivia,2024-09-01,,,,185.36734
Bolivia,2024-10-01,,,,185.36734
Bolivia,2024-11-01,,,,185.36734
Bolivia,2024-12-01,,,,185.36734
Bolivia,2025-01-01,,,,185.37561
Bolivia,2025-02-01,,,,185.3839
Bolivia,2025-03-01,,,,185.3839
Bolivia,2025-04-01,,,,185.3839
Bolivia,2025-05-01,,,,185.3839
Bolivia,2025-06-01,,,,185.3839
Bolivia,2025-07-01,,,,185.3839
Bonaire Sint Eustatius and Saba,2020-01-01,0.95880836,-0.7012626,0.95880836,0.0
Bonaire Sint Eustatius and Saba,2020-02-01,5.9583473,-4.3820133,5.9583473,0.0
Bonaire Sint Eustatius and Saba,2020-03-01,8.979564,-9.459595,9.01841,0.0
Bonaire Sint Eustatius and Saba,2020-04-01,12.820276,-16.991865,17.667099,0.0
